design_id,wall_material,wall_structural_thickness_m,wall_insulation_thickness_m,roof_insulation_thickness_m,floor_insulation_thickness_m,length_m,width_m,height_m,orientation_deg,window_area_m2,window_wall_orientation,door_area_m2,door_wall_orientation,window_solar_heat_gain_coefficient,window_u_value_w_m2k,door_u_value_w_m2k,has_thermal_mass,thermal_mass_material,thermal_mass_kg,thermal_mass_specific_heat_j_kgk,thermal_mass_heat_capacity_j_k,occupant_count,sensible_heat_per_person_w,equipment_heat_w,lighting_heat_w,floor_area_m2,volume_m3,net_wall_area_m2,weather_scenario_id,weather_name,weather_season,weather_date,weather_effective_date,latitude,longitude,weather_source,weather_data_category,weather_provenance,weather_retrieval_status,weather_record_count,skipped_missing_required_records,mean_outdoor_temperature_c,minimum_outdoor_temperature_c,maximum_outdoor_temperature_c,daily_solar_sum_wh_m2,mean_wind_speed_m_s,mean_relative_humidity_percent,percent_time_comfortable,percent_time_below_comfort,percent_time_above_comfort,minimum_indoor_temperature_c,maximum_indoor_temperature_c,mean_indoor_temperature_c,indoor_temperature_range_c,degree_hours_below_comfort,degree_hours_above_comfort,total_heat_loss_kwh,total_solar_gain_kwh,thermal_mass_absorbed_kwh,thermal_mass_released_kwh,thermal_mass_net_kwh
D0279,timber,0.35,0.1529,0.1923,0.1221,4.657,4.0,3.0,90.0,2.374,west,2.0,west,0.661,5.0,2.0,1,stone,1416.0,900.0,1274400.0,2,75.0,50.0,20.0,18.628,55.884,47.568,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,16.666666666666657,83.33333333333334,0.0,2.1551004735465638,19.852869902887864,11.708433958128014,17.6977694293413,156.0638738495147,0.0,16.545186536883293,8.34195731614,4.342221417383788,7.119315849748306,-2.7770944323645175
D0280,timber,0.35,0.1635,0.1893,0.1298,4.629,4.0,3.0,0.0,3.209,north,2.0,west,0.738,5.0,2.0,1,stone,724.3,900.0,651870.0,2,75.0,50.0,20.0,18.516,55.547999999999995,46.565,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,8.333333333333329,62.50000000000001,29.166666666666668,-5.060451334516419,35.16011574909024,14.394938537921766,40.22056708360665,181.92919544803576,47.99351432348577,20.875528696727464,12.58959815442,5.273342644686055,8.000413870083616,-2.7270712253975606
D0281,timber,0.35,0.1646,0.0,0.1958,5.416,4.0,3.0,0.0,2.637,north,2.0,east,0.52,5.0,2.0,1,stone,1010.9,900.0,909810.0,2,75.0,50.0,20.0,21.664,64.992,51.859,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-16.108752336362514,4.990843274948201,-4.053839677248348,21.099595611310715,529.2921522539604,0.0,19.733479997222172,7.289525552400001,2.504373132248247,9.102707566455463,-6.598334434207215
D0282,timber,0.35,0.1696,0.1548,0.1288,5.306,4.0,3.0,270.0,0.852,west,2.0,south,0.429,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,21.224,63.672,52.983999999999995,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-10.858111979812149,14.660876660584941,1.85284248598434,25.51898864039709,387.53178033637585,0.0,7.468973656946015,1.94304418308,0.0,0.0,0.0
D0283,timber,0.35,0.1738,0.1188,0.0953,5.837,4.0,3.0,180.0,0.887,west,2.0,east,0.752,5.0,2.0,1,stone,530.8,900.0,477720.0,2,75.0,50.0,20.0,23.348,70.044,56.135,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-7.039809132022588,13.606121505265369,4.915895650835911,20.645930637287957,314.0185043799381,0.0,11.48493438967386,3.54590625424,1.2854596126160982,3.5466422844354955,-2.2611826718193972
D0284,timber,0.35,0.1748,0.1081,0.1524,4.28,4.0,3.0,180.0,1.2,west,2.0,north,0.715,5.0,2.0,1,stone,2581.7,900.0,2323530.0,2,75.0,50.0,20.0,17.12,51.36,46.480000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,6.258527043433818,12.849396639820561,10.147449642133468,6.590869596386743,188.4612085887968,0.0,12.320030780008139,4.56113658,2.576797014501104,4.991637197492832,-2.414840182991728
D0285,timber,0.35,0.1773,0.0835,0.0912,4.052,4.0,3.0,0.0,1.783,north,2.0,north,0.61,5.0,2.0,1,water,2617.2,4186.0,10955599.2,2,75.0,50.0,20.0,16.208,48.623999999999995,44.528999999999996,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.762286556243954,10.674944326463928,9.93983479957942,1.9126577702199743,193.44396481009386,0.0,14.848549597530553,5.7818519563,3.143356373698501,6.909993155432663,-3.7666367817341624
D0286,timber,0.35,0.1783,0.1878,0.1405,5.969,4.0,3.0,0.0,3.346,east,2.0,north,0.72,5.0,2.0,1,water,906.9,4186.0,3796283.4,2,75.0,50.0,20.0,23.876,71.628,54.468,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,7.896546009370328,16.300714682285065,12.162262629653483,8.404168672914736,140.1056968883164,0.0,20.355269041816715,12.806906011199999,7.793947990453583,10.01208895359002,-2.2181409631364364
D0287,timber,0.35,0.1804,0.0,0.0824,5.721,4.0,3.0,270.0,1.971,south,2.0,north,0.536,5.0,2.0,1,water,2386.4,4186.0,9989470.4,2,75.0,50.0,20.0,22.884,68.652,54.355000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-1.5469711333051772,9.094095832134668,4.431067153741963,10.641066965439846,325.6543883101929,0.0,43.20151775514304,5.6161306605600005,0.0,32.041146207168474,-32.041146207168474
D0288,timber,0.35,0.1812,0.0,0.1666,5.944,4.0,3.0,0.0,2.253,east,2.0,north,0.406,5.0,2.0,1,stone,883.2,900.0,794880.0,2,75.0,50.0,20.0,23.776,71.328,55.411,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-16.739828603215404,2.0533514982256187,-5.599139915049553,18.793180101441024,566.3793579611893,0.0,16.68257035564001,4.862650035180001,1.94095356162586,7.8451077172158215,-5.9041541555899615
D0289,timber,0.35,0.1813,0.0917,0.0,5.213,4.0,3.0,180.0,0.732,south,2.0,north,0.424,5.0,2.0,1,water,2134.8,4186.0,8936272.8,2,75.0,50.0,20.0,20.852,62.556,52.546,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-1.7624693882512728,9.133219522807567,3.998315226565119,10.895688911058839,336.04043456243704,0.0,36.37314464088117,1.64991939168,0.0,29.197954237517358,-29.197954237517358
D0290,timber,0.35,0.1814,0.0,0.1053,5.074,4.0,3.0,270.0,1.539,west,2.0,north,0.548,5.0,2.0,1,water,735.1,4186.0,3077128.6,2,75.0,50.0,20.0,20.296,60.888,50.905,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-9.515567144123583,7.507695106930157,-0.27333813544990987,17.02326225105374,438.5601152507978,0.0,26.840547993255743,4.48337398572,0.10276118637741558,16.78384724315603,-16.681086056778614
D0291,timber,0.35,0.1848,0.0906,0.0972,4.315,4.0,3.0,270.0,3.776,north,2.0,south,0.553,5.0,2.0,1,water,2178.1,4186.0,9117526.6,2,75.0,50.0,20.0,17.26,51.78,44.114000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.541291757138094,12.013033157731462,10.464386428850316,3.471741400593368,180.85472570759242,0.0,20.100078635199782,11.100509329280001,6.554699962028485,10.249091963676454,-3.6943920016479694
D0292,timber,0.35,0.1891,0.1503,0.0,5.891,4.0,3.0,270.0,3.734,east,2.0,west,0.402,5.0,2.0,1,water,1143.6,4186.0,4787109.6,2,75.0,50.0,20.0,23.564,70.69200000000001,53.612,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-7.710167347951575,7.998956768144995,1.2787941527506363,15.709124116096572,401.30894033398476,0.0,37.22715714011866,7.97969249868,0.5070794920156321,24.057221750067164,-23.550142258051533
D0293,timber,0.35,0.1922,0.0,0.0852,4.787,4.0,3.0,90.0,2.16,south,2.0,north,0.526,5.0,2.0,1,stone,1196.5,900.0,1076850.0,2,75.0,50.0,20.0,19.148,57.444,48.562,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-15.080680084297711,3.8786292401920224,-3.4805313722723152,18.959309324489734,515.5327529345356,0.0,19.302341214069685,6.0398379216,2.055933771003248,9.5581922012188,-7.5022584302155515
D0294,timber,0.35,0.1949,0.19,0.1201,5.57,4.0,3.0,0.0,0.562,south,2.0,north,0.732,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.28,66.84,54.858000000000004,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-10.061878274013754,17.446749019001363,3.277563012063197,27.508627293015117,353.3384877104832,0.0,7.740035259711087,2.18692145784,0.0,0.0,0.0
D0295,timber,0.35,0.1974,0.0608,0.0,4.609,4.0,3.0,270.0,2.435,east,2.0,north,0.738,5.0,2.0,1,stone,2691.8,900.0,2422620.0,2,75.0,50.0,20.0,18.436,55.308,47.219,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,-10.527994451036461,6.871973368884382,0.6254779964184446,17.399967819920843,416.98852808595734,0.0,29.025797421824297,9.5530294503,2.6855775578435215,16.499891423668505,-13.814313865824984
D0296,timber,0.35,0.198,0.0639,0.069,5.503,4.0,3.0,90.0,2.277,north,2.0,south,0.748,5.0,2.0,1,water,646.8,4186.0,2707504.8,2,75.0,50.0,20.0,22.012,66.036,52.741,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,2.564147584765607,13.69898326312592,9.228793779446956,11.134835678360313,210.50894929327308,0.0,20.090275536418222,9.054206967959999,4.358626684668132,9.951017269762218,-5.592390585094086
D0297,timber,0.35,0.1983,0.1369,0.103,5.359,4.0,3.0,0.0,3.196,east,2.0,west,0.597,5.0,2.0,1,water,2589.7,4186.0,10840484.2,2,75.0,50.0,20.0,21.436,64.30799999999999,50.958,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,8.86464526250263,11.548213871226881,10.357550299301133,2.6835686087242507,183.41879281677282,0.0,18.866180306616158,10.143010872120001,6.022961524881186,9.441793495224347,-3.4188319703431613
D0298,timber,0.35,0.1989,0.0744,0.13,4.356,4.0,3.0,90.0,0.549,south,2.0,north,0.506,5.0,2.0,1,stone,2275.9,900.0,2048310.0,2,75.0,50.0,20.0,17.424,52.272,47.587,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,3.542786080401726,9.41651769224624,7.611664096544377,5.873731611844514,249.32006168293498,0.0,10.543259467178508,1.47675568194,0.4262756252287279,4.100268915132156,-3.6739932899034278
D0299,timber,0.35,0.1999,0.0643,0.1965,4.637,4.0,3.0,180.0,2.114,north,2.0,east,0.421,5.0,2.0,1,stone,2215.4,900.0,1993860.0,2,75.0,50.0,20.0,18.548,55.64399999999999,47.708,S03_spring,spring,spring,2024-04-05,2024-04-05,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-10.319583333333334,-19.94,-4.92,5316.01,2.265416666666667,79.20875,0.0,100.0,0.0,2.0397436438442167,11.591737438083891,8.15692519478447,9.551993794239674,236.23379532517268,0.0,14.567651821690857,4.7312170039399986,2.065464064057542,6.474252046914422,-4.40878798285688
D0000,brick_masonry,0.35,0.0,0.0,0.0,4.39,4.0,3.0,0.0,2.49,east,2.0,west,0.615,5.0,2.0,1,stone,2943.0,900.0,2648700.0,2,75.0,50.0,20.0,17.56,52.67999999999999,45.849999999999994,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-0.7120074219649336,14.300312139667076,7.113801177730745,15.01231956163201,261.2687717344621,0.0,26.1841660660404,12.834703755,6.604897162689448,14.486256623400148,-7.8813594607107005
D0001,brick_masonry,0.35,0.0,0.0,0.1552,5.581,4.0,3.0,270.0,1.013,south,2.0,west,0.542,5.0,2.0,1,stone,656.4,900.0,590760.0,2,75.0,50.0,20.0,22.324,66.97200000000001,54.473000000000006,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-1.5509572650291383,12.456872436544735,5.0603511982999025,14.007829701573874,310.5515712408024,0.0,11.341989522300416,4.6017192398,1.8381151556926554,3.7336272428839368,-1.8955120871912814
D0002,brick_masonry,0.35,0.0,0.0,0.157,5.547,4.0,3.0,90.0,3.529,south,2.0,south,0.72,5.0,2.0,1,water,592.4,4186.0,2479786.4,2,75.0,50.0,20.0,22.188,66.564,51.753,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,16.666666666666657,83.33333333333334,0.0,-0.20644345503103934,19.590288112726853,9.635132176870426,19.79673156775789,205.26802494733312,0.0,33.832838020312174,21.295877544,9.110332148346409,16.14083205727835,-7.03049990893194
D0003,brick_masonry,0.35,0.0,0.0,0.1923,5.513,4.0,3.0,180.0,2.151,north,2.0,east,0.574,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.052,66.156,52.92700000000001,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-1.7176709697349015,16.29328383798793,6.179575264640344,18.01095480772283,283.69019364863175,0.0,15.628220869913486,10.348173196199998,0.0,0.0,0.0
D0004,brick_masonry,0.35,0.0,0.0611,0.0,5.655,4.0,3.0,0.0,2.531,north,2.0,west,0.652,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.62,67.86,53.399,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-1.7931623497327898,17.9182985675713,6.699405408062042,19.711460917304088,271.21427020651095,0.0,19.110956605921526,13.830921835600002,0.0,0.0,0.0
D0005,brick_masonry,0.35,0.0,0.0674,0.1998,4.385,4.0,3.0,270.0,1.039,north,2.0,east,0.648,5.0,2.0,1,stone,2493.8,900.0,2244420.0,2,75.0,50.0,20.0,17.54,52.62,47.271,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,3.280938075225211,13.902998267703117,9.335749144150924,10.622060192477907,207.9420205403778,0.0,15.22974611676139,5.642894613599999,3.7434349237358875,7.93243408073673,-4.1889991570008425
D0006,brick_masonry,0.35,0.0,0.1277,0.0736,4.024,4.0,3.0,270.0,1.368,south,2.0,west,0.719,5.0,2.0,1,water,883.9,4186.0,3700005.4,2,75.0,50.0,20.0,16.096,48.288,44.775999999999996,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,6.090948023258805,14.37088571317491,10.736242025323937,8.279937689916107,174.33019139222557,0.0,17.604342347668485,8.243779629600002,5.707279216771695,9.724921834222554,-4.01764261745086
D0007,brick_masonry,0.35,0.0,0.1291,0.1519,4.181,4.0,3.0,180.0,2.573,north,2.0,north,0.694,5.0,2.0,1,water,1843.8,4186.0,7718146.8,2,75.0,50.0,20.0,16.724,50.172,44.513,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.524167130605116,14.800735431991486,12.171131449319747,5.276568301386369,139.8928452163261,0.0,20.927088292994835,14.966168920599998,11.312591319535178,11.988240205613938,-0.6756488860787595
D0008,brick_masonry,0.35,0.0,0.1401,0.0644,4.377,4.0,3.0,270.0,0.768,west,2.0,south,0.795,5.0,2.0,1,stone,2955.6,900.0,2660040.0,2,75.0,50.0,20.0,17.508,52.524,47.494,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,3.880315076547904,13.041910144839587,9.232457854907118,9.161595068291684,210.42101148222918,0.0,15.026265161578554,5.117286528,3.6147552835845325,8.136590473523286,-4.521835189938754
